id,crime_count,avg_distance
way/101797829,1.0,0.00019181746531062615
way/101797968,10.6,0.0022572472327808692
way/107533616,2.0,0.0007668856792632269
way/107533620,4.0,0.0004526579503462396
way/111663207,176.22000000000003,0.0004204204927950302
way/111877312,1.0,0.00019298134624895464
way/111877313,5.8,0.0003241068802335108
way/112508094,1.17,0.00022216916978661427
way/112508097,4.0,0.0006266344013876218
way/112508100,1.0,0.0007130478034498525
way/112508103,32.89,0.0002902365895459902
way/112508109,6.3,0.00011694549147781672
way/112511427,11.1,0.0003531371391974758
way/112511430,7.43,0.0002038586208494831
way/112511867,14.0,0.0002547208032235613
way/112511868,59.83,0.0006916893353750536
way/112561926,314.7199999999999,0.000990357914354118
way/112662892,1.33,0.0004426800763614396
way/115789925,1.0,1.3296616118131527e-05
way/116892789,35.01,0.0005848954018932616
way/116893473,55.0,0.0015968190196996171
way/116893474,81.61999999999999,0.0009269266105810053
way/116893475,19.83,0.0010711921223329852
way/116894779,31.62,0.00030706932083367265
way/116942278,5.5,0.00031627215385907607
way/119686421,4.33,0.0004006420820470141
way/119686422,2.5,0.00015895803788899327
way/119881979,284.92,0.003147446261142439
way/119881980,782.4400000000005,0.0023582092177689695
way/119881981,1.57,0.0003081659455527173
way/119882105,7.1,0.0002391014915242341
way/119882106,18.71,0.0001073066593829305
way/119882125,302.2,0.001517840120172492
way/119882127,25.25,0.0006281095405652708
way/119948052,25.8,0.0016081145258068116
way/119948054,56.81,0.0013212145944663531
way/119948056,24.0,0.001103605125575995
way/119948060,7.75,0.00023387108653572796
way/119948076,19.08,0.00036413695677670684
way/119948081,32.98,0.0005468974866305475
way/119948082,4.33,0.00020281375765223214
way/119948083,33.0,0.0012401322576150113
way/119948084,3.0,0.005823881234616791
way/119948085,9.0,0.003830749454040502
way/119948087,7.0,0.002650456824854463
way/119948088,94.73,0.0017122781495325094
way/119972412,147.34,0.0013178611368477628
way/119972415,160.85999999999999,0.0026766571848104662
way/119972416,2.0,8.4316651905954e-05
way/119972543,1.0,7.988116173742628e-05
way/121200909,15.5,0.002974341094212035
way/121200918,5.0,0.001234059913008503
way/121200925,3.0,0.00020632359127832847
way/121200932,14.0,0.0010866472806508045
way/121200934,1.67,0.000157026430875355
way/123272761,7.0,0.0006953444440810254
way/123272762,26.17,0.000704754394968663
way/123285290,21.86,0.0001881385889134971
way/123355093,1.0,5.5735895081084556e-05
way/123355101,1.0,0.0006980414027778211
way/123355115,1.0,0.00016519685227017186
way/123355333,2.33,0.001496237952250784
way/123680922,9.0,0.0008210747389563003
way/123680923,1.0,0.00016104176476952595
way/123680929,2.4,0.0001297655059171194
way/124550350,2.57,8.783239721477567e-05
way/124718364,1.0,0.00010143106032070192
way/126462733,1.75,5.662102083052598e-05
way/128365728,1.0,0.00018406803089481122
way/129601734,304.45,0.0012259423737717202
way/129601735,105.66,0.0013605535619197779
way/129601737,6.0,0.0004801757958726798
way/129601740,31.13,0.0019067395077213697
way/129601741,140.32,0.0006311009591737417
way/129601744,11.08,0.00025884482553468753
way/129601769,25.259999999999998,0.00014997973291078128
way/133114909,2.0,0.0002579365897864813
way/133114910,23.83,0.0009313123240624895
way/133114922,24.5,0.0003672660484891858
way/133114923,16.0,0.0003745626436409329
way/133114924,8.67,0.0002556727604595239
way/133115035,2.0,2.879236005173464e-06
way/133115036,8.34,0.00014178873779215455
way/133115037,1.0,0.00010705606007707703
way/133115165,36.74,0.00019473631331641439
way/133115169,16.75,0.0010174554725703236
way/133115176,3.0,0.00032803443572643513
way/133115178,6.5,0.0005128428960207864
way/133115249,1.0,0.00011199308014610867
way/133115452,20.07,0.0002453007450097585
way/143111111,57.5,0.0019519994715564955
way/143557660,15.5,0.0027010389141632163
way/143557662,21.46,0.0014343995009798865
way/143559070,67.06,0.0015547059845273455
way/143581180,107.93,0.0011632156950353082
way/143581188,6.0,0.0007002021094044684
way/143707805,297.34000000000003,0.001976154699774246
way/143762836,1.0,0.0005193600100114595
way/143762837,11.25,0.00040776005081225215
way/143768662,6.25,0.0005813294632506856
way/143771199,1.0,1.0000000045806705e-06
way/143771200,9.0,0.0002797217425360356
way/144026882,3.07,1.2320387899194204e-05
way/144027819,1.0,4.1143286208019973e-05
way/144047153,159.37,0.0010429079875242308
way/144047154,47.83,0.0009891620568515198
way/144047622,63.5,0.0012107030945327395
way/144047625,8.0,0.0006710974126677486
way/144047626,6.83,0.0005353052199931856
way/144047627,1.0,0.0001198984987340196
way/144080299,71.5,0.0007681015271520153
way/144429543,1.0,0.0002297735406872577
way/144429544,361.5700000000001,0.001551707352036397
way/144479818,168.97999999999996,0.0009329276495552237
way/144484404,1.0,0.00011410473258690377
way/144484406,18.86,0.00014647061139166968
way/144500853,8.5,0.00019766056643153604
way/144588629,1.0,0.0001227969462208838
way/144588630,60.94,0.0004985159090792206
way/144588632,22.12,0.0003680542033341096
way/145070580,8.0,0.0023483817808371533
way/145070584,124.7,0.0025893627567581076
way/145075692,6.0,0.0021365921056284765
way/145075693,37.5,0.0024619664655637437
way/146298039,23.36,0.00033596287248256285
way/146781614,1.0,8.200371943789845e-05
way/146781626,421.55999999999995,0.0015701760939831762
way/146781637,3.25,0.0001034425460010356
way/146781649,2.0,0.00043218632972196716
way/146781657,192.50000000000003,0.00245683494302427
way/146799560,1.0,9.347726997651125e-05
way/146841579,102.57000000000001,0.0015823451898312778
way/146841587,2.0,0.0007154679044719585
way/146841594,3.0,0.0005503282524919739
way/146842402,1.0,4.9637183634625646e-05
way/146842403,2.0,0.00012357158382602377
way/146842406,282.83000000000004,0.0027909469056910767
way/146842408,2.0,0.0001673894908788875
way/146903562,6.0,0.000508779723944843
way/146903564,253.93000000000004,0.0016400624040999697
way/148331254,10.54,0.0008245012301212356
way/154027897,1.0,0.00011100423415192496
way/154028822,3.0,0.0007480404554412124
way/154029358,7.0,0.0013762701562275142
way/154030329,16.17,0.0019834893704372887
way/154035414,3.0,0.0026483156447416425
way/155487122,3.0,0.0041791723410109045
way/155487123,26.8,0.002253540878067596
way/156165762,4.5,0.0007403753140704016
way/156324725,1.0,0.0009771947195852289
way/163478806,1.0,0.0005728755973152712
way/169055380,68.99,0.0031165908604397284
way/169667291,3.4,0.000634206208529403
way/169925544,1.4,0.0004950000000008004
way/169925546,40.83,0.00039729143781467186
way/169925547,1.0,0.0003316939100876478
way/169925548,24.839999999999996,0.00019092517620382333
way/169925549,1.0,0.00029040766175068134
way/169925550,11.17,0.00018130948004316515
way/169926081,87.78999999999998,0.00023200875918523393
way/169926091,109.19000000000001,0.00032360564315071284
way/169926092,12.1,0.00022437001053586766
way/169926094,4.8,0.0001225491387097117
way/169926095,4.0,0.0003435488950451265
way/169927460,70.41,0.0017853491098452732
way/169927461,10.5,0.0009186958132378275
way/169927463,52.169999999999995,0.0016355484099331334
way/169927464,49.580000000000005,0.0013161371627556475
way/169927465,2.0,0.00027509813527179343
way/169927466,107.72999999999999,0.0018549671404125042
way/169927468,37.699999999999996,0.00034214379461729096
way/169927472,72.83000000000001,0.0001919997150575648
way/169927473,16.5,0.0001349536775488709
way/169927717,2.33,0.0003413362255509979
way/169927718,20.26,0.00038048251652354883
way/169957935,1.25,0.00013955303651614964
way/172834154,57.33,0.0022545209114188864
way/173336551,220.31000000000003,0.0017250060874714117
way/175629415,85.78000000000002,0.0004324219975278518
way/175629467,13.86,0.00014724808997072005
way/175629472,7.859999999999999,0.00035647107940485235
way/175629473,7.17,0.00015485135897138757
way/175629484,1.0,0.0003937085851214807
way/175629551,8.27,0.00022657682609458782
way/175887604,3.0,0.00011244398607690117
way/175898798,1.0,0.0002185544554591308
way/175898852,11.0,0.00167999393346576
way/175898855,2.0,0.00010219241801516412
way/179215365,76.29,0.00022771263639735902
way/179234388,1.0,0.0004318478667344864
way/179238154,1.0,0.0011959829430354142
way/179238156,6.6,0.00025131228041456663
way/179318683,38.93,0.0001785084346089381
way/181272922,1.0,1.8026924303475646e-05
way/181272943,221.32000000000002,0.0009346460714661526
way/181272948,61.25,0.0009188539983772954
way/181272949,109.07,0.00018627128524252261
way/181272950,5.6,0.0002633297580219453
way/181272959,2.0,6.203319361844221e-05
way/181272970,1.0,0.00020407106606006153
way/181272988,24.0,0.0010846582942140635
way/181273006,1.0,0.00010853248361788063
way/181273015,1.6,0.000951369970090763
way/181273019,25.33,0.0008088231398875524
way/182423731,7.0,0.002140230515565304
way/182423735,4.0,0.0010447046151256841
way/182465934,80.83,0.0016646525922830837
way/182629737,19.58,0.0021582133830314273
way/182629744,9.0,0.0003503664964097749
way/182630075,52.5,0.0011923866890516444
way/182630076,1.0,2.4935917875383492e-05
way/182630082,29.979999999999997,0.000714989084462514
way/184470522,1.0,0.0005792003107719381
way/184476320,4.8,0.004147415667639738
way/184476323,6.0,0.0016642590466837447
way/186649995,91.91,0.0003547008093085926
way/187141921,21.92,0.0008703854254287934
way/187141925,1.0,0.00011170286478583908
way/187141926,1.75,0.0003253007531501519
way/187141934,43.33,0.003159485056601447
way/187141946,7.5,0.0018023669808544505
way/187141950,5.5,0.001978153329232963
way/187141957,2.83,0.00035582751441403716
way/187142042,1.0,0.00025619715065525157
way/187142043,45.71,0.0005781055068189979
way/187142047,2.0,0.00039204207887911016
way/187142048,6.0,0.0006585644093652936
way/191520267,5.0,0.0011306476360269774
way/191520269,2.0,0.0005832724126336889
way/196601610,7.0,0.0003460267859226948
way/197122532,2.0,0.0016943874392314298
way/197122533,1.33,0.00013405704008819248
way/197122537,2.43,8.126019935293788e-05
way/197122538,5.0,0.0023106531919113897
way/197122540,1.0,0.0023856856163399186
way/197122543,47.17,0.0020789489695993363
way/197131456,2.0,9.995664060659791e-05
way/197131503,1.0,0.00025066411789826927
way/197722155,1.0,0.00010194684889280328
way/197722156,7.5,0.0002066655687941861
way/198563189,1.0,8.660092378396208e-05
way/198568974,230.16,0.0014193102236803843
way/198951030,42.0,0.0005344387209390034
way/200081618,3.2,0.0011033566146583281
way/200081620,26.020000000000003,0.0029211777007109693
way/200084839,80.21,0.0013523665219795052
way/200084840,2.0,0.0009233959704539591
way/200085594,57.87,0.0022169552105901222
way/200085595,3.75,0.00010583522243874184
way/207260269,23.5,0.0027835460595800896
way/207260270,106.98999999999998,0.0005223280823099992
way/207260272,186.49,0.0030313319269541584
way/211766415,188.88000000000002,0.0012537600706787131
way/211767740,1.0,0.0005062618393835764
way/211767756,7.0,0.001717725299355397
way/214426907,95.18,0.000576725290345145
way/214426911,8.0,0.00025827573036830645
way/214426915,11.86,0.0004902168703667585
way/214426917,60.03,0.0004627591026630354
way/214426918,8.14,0.00032952150879304073
way/215904095,2.6,0.0005689493862416275
way/215904097,74.67,0.0010347543643669508
way/215904101,16.86,0.0003750895713131146
way/215904102,1.0,0.00017292923407213697
way/215904109,1.0,5.855194274542537e-05
way/215914285,2.17,0.0005131756229582161
